YMD,Max_Temperature,Min_Temperature,Avg_Temperature,Avg_Humidity,Rainfall
2014-10-29,30.3,23.8,26.1,64.0,0.0
2014-10-30,29.6,23.2,26.0,67.0,0.0
2014-10-31,30.5,22.2,25.8,74.0,0.0
2014-11-01,31.3,22.9,26.2,78.0,0.0
2014-11-02,25.9,22.7,24.3,77.0,1.2
2014-11-03,22.6,19.5,20.4,56.0,0.0
2014-11-04,24.4,19.9,21.6,58.0,0.0
2014-11-05,25.4,21.4,23.3,72.0,0.0
2014-11-06,23.9,21.2,22.4,84.0,0.1
2014-11-07,22.3,17.7,19.8,85.0,1.0
2014-11-08,20.2,16.9,18.2,94.0,9.9
2014-11-09,22.5,18.5,19.8,77.0,0.0
2014-11-10,23.4,18.6,20.5,82.0,0.0
2014-11-11,22.8,19.5,20.7,87.0,1.7
2014-11-12,20.7,17.8,19.5,87.0,0.6
2014-11-13,19.6,17.4,18.5,73.0,0.0
2014-11-14,21.7,17.2,18.8,71.0,0.0
2014-11-15,25.6,18.2,21.1,67.0,0.0
2014-11-16,26.5,17.7,21.8,69.0,0.0
2014-11-17,23.5,17.0,20.1,62.0,0.0
2014-11-18,22.7,15.1,18.6,64.0,0.0
2014-11-19,23.2,16.7,19.4,60.0,0.0
2014-11-20,24.8,15.9,19.9,64.0,0.0
2014-11-21,26.1,17.1,21.1,72.0,0.0
2014-11-22,27.8,18.0,22.3,74.0,0.0
2014-11-23,28.5,19.2,23.1,75.0,0.0
2014-11-24,28.5,19.4,23.4,75.0,0.0
2014-11-25,27.7,19.5,23.4,79.0,0.0
2014-11-26,26.8,19.0,22.5,76.0,0.0
2014-11-27,27.7,19.7,23.0,76.0,0.0
2014-11-28,26.9,21.6,23.6,80.0,0.0
2014-11-29,28.2,22.6,24.8,81.0,0.0
2014-11-30,28.3,23.0,25.2,82.0,0.0
2014-12-01,25.6,16.5,19.9,70.0,0.3
2014-12-02,16.5,12.4,13.9,82.0,3.6
2014-12-03,17.9,12.8,15.1,92.0,6.0
2014-12-04,16.7,10.0,13.4,79.0,8.4
2014-12-05,18.0,11.6,14.0,48.0,0.0
2014-12-06,19.2,12.4,15.2,55.0,0.0
2014-12-07,16.8,13.4,14.7,76.0,0.7
2014-12-08,19.6,11.9,14.9,81.0,3.2
2014-12-09,22.7,15.4,18.2,64.0,0.0
2014-12-10,23.1,16.2,19.4,66.0,0.0
2014-12-11,20.1,15.3,17.1,60.0,0.0
2014-12-12,16.6,11.0,13.1,52.0,0.0
2014-12-13,16.6,8.2,12.3,38.0,0.0
2014-12-14,18.9,9.5,13.7,45.0,0.0
2014-12-15,19.0,13.1,15.5,60.0,0.0
2014-12-16,17.5,13.9,15.8,44.0,0.0
2014-12-17,15.5,8.8,12.2,24.0,0.0
2014-12-18,14.5,7.9,11.2,35.0,0.0
2014-12-19,13.1,9.5,11.0,79.0,4.7
2014-12-20,18.1,7.5,12.0,67.0,0.1
2014-12-21,19.2,11.0,14.5,55.0,0.0
2014-12-22,16.2,7.8,12.2,33.0,0.0
2014-12-23,13.4,9.3,11.4,63.0,0.8
2014-12-24,20.3,10.4,14.3,79.0,0.0
2014-12-25,18.7,15.7,17.0,81.0,0.6
2014-12-26,18.1,14.3,15.9,86.0,4.3
2014-12-27,16.0,13.2,14.3,96.0,11.0
2014-12-28,14.5,11.0,12.6,87.0,4.8
2014-12-29,18.0,7.4,11.8,64.0,0.0
2014-12-30,19.6,7.6,13.3,59.0,0.0
2014-12-31,21.3,9.0,14.6,62.0,0.0
